"","iso3c","Dim2","age_group","lg","Ng","lghat","country","gni","vsl","income","w_nglghat","w_ng","vsly","vsly_ud"
"1","ABW","0-4","0-5",81.39,6080,30.2920033454622,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"2","ABW","5-9 years","5-10",76.675,5677,29.9102896378672,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"3","ABW","10-14 years","10-15",71.7,6800,29.3650875219834,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"4","ABW","15-19 years","15-20",66.735,7210,28.7330488437858,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"5","ABW","20-24 years","20-25",61.8,7565,28.0003427901964,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"6","ABW","25-29 years","25-30",56.895,7415,27.1509356581877,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"7","ABW","30-34 years","30-35",52.01,5424,26.1662399915244,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"8","ABW","35-39 years","35-40",47.145,5820,25.024707834086,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"9","ABW","40-44 years","40-45",42.31,6740,23.7013591989881,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"10","ABW","45-49 years","45-50",37.54,7531,22.4924615874356,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"11","ABW","50-54 years","50-55",32.92,8142,20.7657917755027,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"12","ABW","55-59 years","55-60",28.44,9063,18.7641082276525,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"13","ABW","60-64 years","60-65",24.015,7706,16.9355421220164,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"14","ABW","65-69 years","65-70",19.84,6048,14.8774748604555,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"15","ABW","70-74 years","70-75",15.87,4302,12.5611020259962,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"16","ABW","75-79 years","75-80",12.205,2656,9.95400399356756,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"17","ABW","80+","80+",8.8,2587,7.7861089218791,"Aruba",41430,7230263.9046538,"HIC",22.9559497585461,45.5848333739205,314962.525214715,158611.17326778
"18","AFG","0-4","0-5",65.265,5672509,28.4528915183723,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"19","AFG","5-9 years","5-10",62.19,5416223,28.0003427901964,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"20","AFG","10-14 years","10-15",57.33,5192114,27.1509356581877,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"21","AFG","15-19 years","15-20",52.43,4629445,26.1662399915244,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"22","AFG","20-24 years","20-25",47.76,3926485,25.266706635035,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"23","AFG","25-29 years","25-30",43.22,3109386,23.9819021349399,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"24","AFG","30-34 years","30-35",38.73,2478259,22.8082151334326,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"25","AFG","35-39 years","35-40",34.295,2056387,21.1318366752454,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"26","AFG","40-44 years","40-45",30,1658723,19.6004413494698,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"27","AFG","45-49 years","45-50",25.905,1304736,17.8768424187165,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"28","AFG","50-54 years","50-55",22.04,1032359,15.9369166372472,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"29","AFG","55-59 years","55-60",18.47,807839,13.7535130794572,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"30","AFG","60-64 years","60-65",15.225,612638,11.9379350867761,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
"31","AFG","65-69 years","65-70",12.34,444858,9.95400399356756,"Afghanistan",1680,45265.7990299911,"LIC",24.3647480372648,48.2125993540285,1857.8398168025,938.879040675679
